"1";"ruRU";;" Привет, $n.";;;;;;;;;;;;;;
" 2";"ruRU";;" Привет, $N. Могу я чем-нибудь помочь?";;;;;;;;;;;;;;
" 3";"ruRU";" Приветствую, гражданин. Я прошу вас уйти, если вам не о чем просить меня.";;;;;;;;;;;;;;;
" 4";"ruRU";" Я живу только для того, чтобы служить нашему королю.";;;;;;;;;;;;;;;
" 5";"ruRU";" Проходи, гражданин. Здесь не на что смотреть.";;;;;;;;;;;;;;;
" 6";"ruRU";" На страницах книги начинают складываться сотни различных схем и схем. Вы узнаете некоторые из диаграмм, в то время как другие остаются иностранными, но знакомыми.";" На страницах книги начинают складываться сотни различных схем и схем. Вы узнаете некоторые из диаграмм, в то время как другие остаются иностранными, но знакомыми.";;;;;;;;;;;;;;
" 7";"ruRU";" Ассортимент изображений, форм и маркировок собирается вместе на ваших глазах. Книга, кажется, знает о ваших навыках в кожевенном деле и предлагает вам выбор — но будьте осторожны — вы можете выбрать только один, и как только вы это сделаете, не можете передумать!:";" Ассортимент изображений, форм и маркировок собирается вместе на ваших глазах. Книга, кажется, знает о ваших навыках в кожевенном деле и предлагает вам выбор — но будьте осторожны — вы можете выбрать только один, и как только вы это сделаете, не можете передумать!:";;;;;;;;;;;;;;
"18";"ruRU";"Оставайся рядом со мной, $N. Мы можем нуждаться друг в друге.";;;;;;;;;;;;;;;
"24";"ruRU";"Ах, $N! Маленькая птичка сказала мне, что ты придешь.$B$BТак Авиана рассылает сообщения.";;;;;;;;;;;;;;;
"34";"ruRU";"Какая профессия?";"Какая профессия?";;;;;;;;;;;;;;
"42";"ruRU";"Смертокрыл вернулся. Он захватил Грим Батол и большую часть высокогорья, и я чувствую себя почти бессильным остановить его.";;;;;;;;;;;;;;;
"48";"ruRU";"Чем я могу тебе помочь?";"Чем я могу тебе помочь?";"Чем я могу тебе помочь?";"Чем я могу тебе помочь?";"Чем я могу тебе помочь?";"Чем я могу тебе помочь?";;;;;;;;;;
"15210";"ruRU";"Слушай, я не знаю, ясно? Я не знаю!$b$bМне только что заплатили за то, чтобы я сделал ракеты, которые доставляют в воздух химическую полезную нагрузку, и это то, что я сделал. Работа сделана, приятель. Все сделано, упаковано и отправлено. Я получил деньги и ПЫТАЛСЯ немного развлечься, когда ты начал преследовать меня по всему городу. У меня больше нет этого химиката, и я не знаю, что это было.";;;;;;;;;;;;;;;
"15211";"ruRU";"Вы ожидаете, что я вспомню все это навскидку? Смотреть. Мне не платили достаточно, чтобы с этим мириться, а в контракте требовалось только молчание. Так что я просто брошу свою бухгалтерскую книгу на пол, а ты возьмешь ее и оставишь меня в покое.$b$bПонятно?";;;;;;;;;;;;;;;
"15212";"ruRU";"Знаете ли вы о нашей программе «Благотворительные талисманы»? $B$BОфициальные талисманы событий Crown, такие как я, имеют право распространять коллекционные наборы милых брелоков. или отдайте их милым торговцам за знаки любви! $B$BOОдним из популярных занятий является изготовление браслетов для ваших любимых лидеров, чтобы они знали, что их ценят и обожают...";;;;;;;;;;;;;;;
"15213";"ruRU";"Я сказал тебе то, что знаю, а теперь отвали!";;;;;;;;;;;;;;;
"15214";"ruRU";"Все, что тебе нужно, Брейзи Гетц! Понятно?$B$BИ я говорю не только о ""юридических""вещах. ВСЕ, ЧТО ВАМ НУЖНО, ПРИЯТЕЛЬ! Что-либо...";;;;;;;;;;;;;;;
"15215";"ruRU";;"Стоя так близко к лезвию, которое оборвало мою жизнь... Боль... Она возобновляется.";;;;;;;;;;;;;;
"15217";"ruRU";"Храбрый воин Орды, приветствую тебя! Нас наверняка бы уничтожил боевой корабль Альянса, если бы не ты и твои союзники.";;;;;;;;;;;;;;;
"15218";"ruRU";"Ты уверен, $N? Мы должны противостоять Плети в полную силу, если хотим добиться успеха. Если вам не требуется больше отдыха, мы начнем.";;;;;;;;;;;;;;;
"15219";"ruRU";"Я слышал рассказ о том, что мой мальчик был здесь. Что теперь он могущественный рыцарь смерти на службе у Короля-лича. Если это правда, то это должен быть я, кто прервет родословную.$B$BMТеперь моя задача состоит в том, чтобы командовать Молотом Оргрима на вершину Цитадели Ледяной Короны и уничтожить всю Плеть, которая встанет у нас на пути. Мы уходим, когда вы и ваши союзники будете готовы.";;;;;;;;;;;;;;;
"15220";"ruRU";"Его дух свободен от хватки Короля-лича. Теперь мы должны сосредоточить свое внимание на разрушении стен, преграждающих нам проход в верховья. Теперь это только вопрос времени, $N. Осадные инженеры должны открыть дверь за $4939W дней.";;;;;;;;;;;;;;;
"15221";"ruRU";"Транспортер мерцает кристаллическим светом.";"Транспортер мерцает кристаллическим светом.";;;;;;;;;;;;;;
"15222";"ruRU";"А теперь - к делу победы в этой войне!$B$BПо пересеченной местности на востоке Альянс надеется построить сухопутную связь между своими прибрежными твердынями. Они думают построить крепость здесь, в центре Степей. В центре МОИХ Степей.$B$BНе устоит.";;;;;;;;;;;;;;;
"15223";"ruRU";"Это было ужасно, $c. Меня бесцеремонно выгнали из Оргриммара, банки со свежими извивающимися частями тела разбились о землю, когда меня протащили через ворота.$B$BКак будто я был каким-то монстром!$B$BК счастью, я смог продолжить свои исследования здесь, где нет недостатка в свежих трупах.";;;;;;;;;;;;;;;
"15224";"ruRU";"<Таракан выползает изо рта Колдера и через пустую глазницу пробирается обратно в его череп.>";;;;;;;;;;;;;;;
"15225";"ruRU";"<Увидев, что вы приближаетесь, Колдер снова откидывает челюсть, чтобы заговорить с вами.>";;;;;;;;;;;;;;;
"15226";"ruRU";"<Вы видите, что Колдер лениво ковыряет себя в ухе кинжалом.>";;;;;;;;;;;;;;;
"15227";"ruRU";"Знаешь, что мне нравится, $N?";;;;;;;;;;;;;;;
"15228";"ruRU";"Убийство.";;;;;;;;;;;;;;;
"15233";"ruRU";"Помедленнее, друг. Говоришь, генерал идет?$B$BВот трофей на мою стену! Я отвлеку телохранителей, но вам предстоит убить самого генерала Хоторна. Вы готовы нанести удар?";;;;;;;;;;;;;;;
"15235";"ruRU";"Мясник Таурахо заплатит.";;;;;;;;;;;;;;;
"15236";"ruRU";"Я не буду отдыхать, $N. Нет, пока их не загонят обратно в море.";;;;;;;;;;;;;;;
"15237";"ruRU";"Да! Грок'тар Море'гар. Бок чой, друг. Эм. Зуб Зуб!";;;;;;;;;;;;;;;
"15238";"ruRU";"Оки Доки. Эм-м-м. Р-готов к работе!";;;;;;;;;;;;;;;
"15239";"ruRU";"Только те, у кого есть одобрение генерала рейнджеров, могут войти на Плато Солнечного Колодца.";"Только те, у кого есть одобрение генерала рейнджеров, могут войти на Плато Солнечного Колодца.";;;;;;;;;;;;;;
"15240";"ruRU";"Я провожу вас в Солнечный Колодец, когда вы будете готовы.";"Я провожу вас в Солнечный Колодец, когда вы будете готовы.";;;;;;;;;;;;;;
"15241";"ruRU";"Я сказал Гар'дулу не строить крепость на вершине колонии силитидов.$B$BDОн слушался Кроугола? Нет!";;;;;;;;;;;;;;;
"15243";"ruRU";"Мою гениальность нельзя поместить в коробку!$B$BПодождите, это же не Азшара?! Что это за место? Это спящий вулкан! $B$BI не прочь присоединиться к торговому принцу! Другая половина моего разума думает о возможном использовании яиц-кукушёров в качестве оружия!";;;;;;;;;;;;;;;
"15244";"ruRU";;"Когда нас запихнули в «Город-в-коробке», нам сказали, что нас отправят куда-нибудь в Азшару. Это Азшара? $B$BI спрашивает вас: кто готовит Town-In-A-Box и не снабжает его достаточным количеством еды для жизни?! Одна жалкая птицефабрика?!$B$BМы все знаем, как устроена ""Микро""Мехакурица.";;;;;;;;;;;;;;
"15246";"ruRU";"Встань на колени рядом со мной, друг. Я получил пулю во время того последнего рейда.$B$B<Ганн хрюкает от боли, пытаясь сменить позицию. Его левая рука сжимает рану, между дрожащими пальцами течет кровь.>$B$BКогда дварфы впервые вторглись в Степи, я довольствовался тем, что беспокоил их землекопов и саботировал их оборудование. Я должен был нанести смертельный удар, когда у меня был шанс.";;;;;;;;;;;;;;;
"15248";"ruRU";"Weezil Slipshadow — мастер маскировки!";;;;;;;;;;;;;;;
"15251";"ruRU";"Это не такая уж большая проблема, приятель, но мы должны знать, что ты справишься с ямой, прежде чем мы сможем принять тебя.";"Это не такая уж большая проблема, приятель, но мы должны знать, что ты справишься с ямой, прежде чем мы сможем принять тебя.";;;;;;;;;;;;;;
"15252";"ruRU";"Они в середине испытания, мон. Потерпи.";"Они в середине испытания, мон. Потерпи.";;;;;;;;;;;;;;
"15256";"ruRU";"Мне не нравится, как выглядит эта компания Crown Chemical Co. один бит.";;;;;;;;;;;;;;;
"15257";"ruRU";"Берегите свое оружие, и они позаботятся о вас в ответ.";;;;;;;;;;;;;;;
"15260";"ruRU";"Я не могу тебе помочь. Иди поговори с Зен'Табра, если хочешь потренироваться на друиде.";"Я не могу тебе помочь. Иди поговори с Зен'Табра, если хочешь потренироваться на друиде.";;;;;;;;;;;;;;
"15263";"ruRU";"Я не могу тебе помочь. Иди поговори с Соратой, если хочешь потренироваться на мага.";"Я не могу тебе помочь. Иди поговори с Соратой, если хочешь потренироваться на мага.";;;;;;;;;;;;;;
"15264";"ruRU";"Я не могу тебе помочь. Иди поговори с Тунари, если хочешь стать священником.";"Я не могу тебе помочь. Иди поговори с Тунари, если хочешь стать священником.";;;;;;;;;;;;;;
"15266";"ruRU";"Оруженосец - правая рука рыцаря. Как вы уже прекрасно знаете, руки особенно хороши для переноски вещей, и поэтому вашей первой обязанностью будет нести мои всякие мелочи, безделушки и прочие принадлежности, пока я буду вершить правосудие по земле. Таскать такое и так далее — работа, неподходящая для рыцаря.";;;;;;;;;;;;;;;
"15267";"ruRU";"Отлично. Во-вторых, вы должны знать, что рыцарь не придерживается более сильного принципа, чем принцип рыцарства. Он цепляется за свою щедрость так же крепко, как за свое копье. Его доблесть сияет так же ярко, как и его доспехи. И хотя его шпага может быть острой, его обращение с союзниками мягкое и вежливое.";;;;;;;;;;;;;;;
"15268";"ruRU";"Ха! Разве я только что не сказал, добрый $n, рыцарство и доблесть - это заслуга РЫЦАРЯ? Вы стремитесь только быть СКВАЙРОМ. Колоссальное бремя рыцарства не годится для оруженосца, ибо, как я уже говорил, единственное колоссальное бремя, которое вам предстоит нести, — это бремя моих вещей.";;;;;;;;;;;;;;;
"15269";"ruRU";"Идем дальше! Поскольку рыцарство — это путь рыцаря, а я рыцарь, вы должны знать, что мои собственные намерения действительно доблестны. Это правда, я сражаюсь за мою Леди Долорию, чтобы прославить ее красоту и величие по всем землям. Любой, кто подвергает сомнению ее красоту, без сомнения, является злейшим врагом и должен предстать перед судом. $b$b Пока я говорю, мне приходит в голову, что я неудачник. Мы продвинулись довольно далеко в этой церемонии, но я еще не понял, заслуживаете ли вы моего милосердия или моей праведной ярости. весь Азерот?";;;;;;;;;;;;;;;
"15270";"ruRU";"Я рад это слышать. Поздравляем, $N, вы завершили обучение. Теперь вы можете ехать рядом со мной в бой.";;;;;;;;;;;;;;;
"15272";"ruRU";;"Природа поможет вам, когда ничего не получится.";;;;;;;;;;;;;;
"15273";"ruRU";"Ударь быстро и исчезни. Вы узнаете, что начинаете осваивать свои навыки, когда люди знают о ваших поступках, но никогда не слышали о вас.";;;;;;;;;;;;;;;
"15274";"ruRU";;"В хаосе битвы баланс света и тени ведет нас к победе.";;;;;;;;;;;;;;
"15275";"ruRU";"С практикой вы обнаружите, что магия может быть намного сильнее любого оружия.";;;;;;;;;;;;;;;
"15276";"ruRU";;"Доверься луку. Он будет рядом, когда вам это нужно больше всего.";;;;;;;;;;;;;;
"15277";"ruRU";"<Максимилиан погружен в молитву, не обращая внимания на ваше присутствие.>";;;;;;;;;;;;;;;
"15278";"ruRU";"Держи меч и сними шапку. Прежде чем мы начнем сражение с нашими клинками, я подготовил атаку, чтобы обрушить ваши уши.$b$bВы готовы?";;;;;;;;;;;;;;;
"15280";"ruRU";"Не суйся, друг.";"Не суйся, друг.";;;;;;;;;;;;;;
"15282";"ruRU";"У вас нет пакетов для перевозки?";"У вас нет пакетов для перевозки?";;;;;;;;;;;;;;
"15284";"ruRU";"Что-то воняет, и на этот раз это не мои носки.";"Что-то воняет, и на этот раз это не мои носки.";;;;;;;;;;;;;;
"15287";"ruRU";"Поистине удивительный меч, вы не находите? Это не дварфское оружие, нет, оно куда более древнее. Я уже работаю над отчетом для Бранна.";;;;;;;;;;;;;;;
"15288";"ruRU";"Нам, друидам, поручено защищать баланс природы. Работа всей моей жизни пошла против этого. В своем безумии я сеял хаос, и этот ненормальный урожай должен быть пожат, прежде чем он распространится дальше.";;;;;;;;;;;;;;;
"15289";"ruRU";"Я останусь здесь и буду смотреть, как земля заживает. Следите за отставшими отсюда...";;;;;;;;;;;;;;;
"15290";"ruRU";"Долго я ждал этого дня, герой. Готовы ли вы и ваши союзники предать Короля-лича правосудию? Мы заряжаем по вашей команде!";;;;;;;;;;;;;;;
"15291";"ruRU";"Приходи, сквайр $N, нас ждут приключения!";;;;;;;;;;;;;;;
"15292";"ruRU";"Баел Модан... гномы...";;;;;;;;;;;;;;;
"15293";"ruRU";"Шрам заклеен! Слава Кенарию...";;;;;;;;;;;;;;;
"15294";"ruRU";"Спаси меня! Я бросила свои вещи в горячие источники.$b$bМои платья там!";;;;;;;;;;;;;;;
"15295";"ruRU";"Опять ты... Надеюсь, ты не слишком верил в то, что своими действиями успокоишь мой дух. Я понял, что без нее больше не будет мира. Готовы ли вы убить больше этих отвратительных убийц?";;;;;;;;;;;;;;;
"15296";"ruRU";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете.";"Вы застали меня в критический момент моего исследования! Не беспокойтесь, вы можете присоединиться ко мне в тихом созерцании... ударение на ""тихом"", если вы не возражаете."
"15297";"ruRU";"Самостоятельная рана, друг. Мне было невыносимо смотреть на мир, в котором я совершил столько ужасов под властью Короля-лича.$B$BЭто был мой первый шаг к искуплению, и если мои грехи непростительны, то я попытаюсь искупить их за остаток моей жизни.";;;;;;;;;;;;;;;
"15298";"ruRU";"Когда-то я был паладином, $N. Теперь Свет избегает меня, ибо мои грехи слишком велики. $B$BI буду помогать моим союзникам, чем смогу, но никогда больше я не буду владеть силами тьмы.";;;;;;;;;;;;;;;
"15299";"ruRU";"ОТСУТСТВУЕТ ТЕКСТ";;;;;;;;;;;;;;;
"15301";"ruRU";"Отсюда вы можете видеть весь масштаб разрушений катаклизма. Страшно видеть, насколько хрупким на самом деле является наш мир.";;;;;;;;;;;;;;;
"15302";"ruRU";"Зловонный ветер дует с востока, $c.";;;;;;;;;;;;;;;
"15303";"ruRU";"У меня есть несколько идей, как вылечить чрезмерный рост, $c.$B$BК сожалению, Наралекс так расстроен, что отказывается рисковать.";;;;;;;;;;;;;;;
"15309";"ruRU";"Мы не должны позволить нашему горю ослабить нас. Наш народ выстоит против захватчиков.";;;;;;;;;;;;;;;
"15310";"ruRU";"Наконец-то долгожданная резервная копия! Я подготовил документы, которые запросил Гвоздезуб. Остается только кому-то его обслуживать.";;;;;;;;;;;;;;;
"15312";"ruRU";;"Моя роль заключается в том, чтобы проверять наших молодых посвященных на способах охоты.$B$BИ это не изменилось. Сегодня свинобразы - наша добыча.";;;;;;;;;;;;;;
"15313";"ruRU";"Я рад, что ты здесь с нами, $N. Нелегко получить вещи от наг!";;;;;;;;;;;;;;;
"15315";"ruRU";"Привет, $c! Прямо впереди вы найдете Стенд Чести, единственную связь Альянса между Каменным Когтем и побережьем.$B$BТем не менее, дорога коварна. Я говорю из опыта.";;;;;;;;;;;;;;;
"15316";"ruRU";;"Я пришел сюда, чтобы узнать, сможем ли мы открыть торговлю с этими нагами. Их ответ был не очень приятным.";;;;;;;;;;;;;;
"15317";"ruRU";;"Привет, $с. Мы, шаманы, собрались здесь, на мысе Файрстоун, чтобы присматривать за землей и залечивать ее раны.";;;;;;;;;;;;;;
"15318";"ruRU";"Она вернулась. Месть Черного Копья наконец свершилась в этот день.$B$BДай мне знать, когда будешь готов, $n. Мы не позволим ей снова ускользнуть.";;;;;;;;;;;;;;;
"15319";"ruRU";"Вариматрас? Нет, он не появлялся какое-то время. Без сомнения, он отправился с важным поручением для своей королевы.";;;;;;;;;;;;;;;
"15320";"ruRU";"Пока Вариматрас, э... отсутствует, мне поручили помогать капитану Брагору в его обязанностях.";;;;;;;;;;;;;;;
"15321";"ruRU";"Поскольку основная часть сил Подгорода переброшена на Высадку Возмездия в Нордсколе, Вождь послал нас усилить оборону города.";"Поскольку основная часть сил Подгорода переброшена на Высадку Возмездия в Нордсколе, Вождь послал нас усилить оборону города.";;;;;;;;;;;;;;
"15324";"ruRU";;"Вы заинтересованы в том, чтобы заработать немного денег?";;;;;;;;;;;;;;
"15325";"ruRU";"Мы пришли сюда, в Ун'Горо, с одной целью: прибыль. Мои партнеры и я всегда ищем деловых партнеров, если вы заинтересованы.";;;;;;;;;;;;;;;
"15326";"ruRU";"Привет, $N. Я очень рад, что ты здесь. Это превращается в беспорядок.";;;;;;;;;;;;;;;
"15327";"ruRU";"Знаете ли вы, что Степи когда-то были густым лесом? Тысячи лет назад, до первого Раскола, она была зеленой и процветающей под присмотром калдорай. Но когда континенты были разорваны, и эта земля разделилась, как то, что мы называем Калимдором, эта долина природы превратилась в суровую, выжженную солнцем равнину. $B$BКогда я впервые узнал об этом, я воспринял это как великую трагедию. Я решил, что найду способ снова вырастить леса.";;;;;;;;;;;;;;;
"15328";"ruRU";"Изучая землю, я обнаружил пещеру, которая тянулась глубоко под землей. Эти водные пути несли подземные реки на многие мили под выжженной саванной наверху. Я назвал их Пещерами Стенаний из-за завывания ветра и пара, проносящихся сквозь ее глубины. $B$BЭто будет инструмент возрождения, подумал я. Вода уже пузырилась на поверхности в виде маленьких пышных оазисов по Степям... если бы она была наполнена, усилена, этот рост мог бы распространиться по всей земле.";;;;;;;;;;;;;;;
"15329";"ruRU";"Мой план состоял в том, чтобы соединить эти подземные воды непосредственно с Изумрудным Сном. Вместе с моими верными учениками я отправился вглубь Пещер Стенаний, погрузился в медитацию и вошел в Сон. Через мое собственное тело этот мир был связан с ним. $B$BИменно там все пошло не так.";;;;;;;;;;;;;;;
"15330";"ruRU";"Я натолкнулся на то, что могу описать только как непреодолимую порчу в Изумрудном Сне. Бесконечный кошмар, который схватил меня своими когтями и разорвал мой разум. Я не мог вырваться из его хватки; мои ученики не смогли разбудить меня. $B$BЧем бы ни была эта порча, она проникла в наш мир через мое тело. Я действительно направил его энергию в Пещеры Стенаний, и его ужасное влияние превратило дикую природу там в хаотичные, искаженные формы. Даже мои ученики были затронуты; их умы были побеждены безумием и дикостью, они приняли форму змей и назвали себя Друидами Клыка.";;;;;;;;;;;;;;;
"15331";"ruRU";"Меня спасла моя последняя ученица Муйо и группа авантюристов. Я считал весь этот инцидент провалом. Только когда произошел Катаклизм, я понял, что был слишком успешен! пропитан в Пещерах Стенаний. Жизнь сразу же зародилась из земли вокруг него, и животные процветали... а затем он продолжал расти, неконтролируемо, беспрепятственно. . Это чрезмерное разрастание должно быть остановлено, прежде чем оно полностью задушит естественную дикую природу.";;;;;;;;;;;;;;;
"15332";"ruRU";"Бред какой то. Я нанял слепого оруженосца? Повсюду драконы.$b$bМой сосед Спарк называет их ""динозаврами"", но я узнаю дракона, когда увижу его. Они должны быть убиты.";;;;;;;;;;;;;;;
"15333";"ruRU";"Справедливый вопрос.$b$bМожно проверить периметр горячих источников. Или можно поискать сигнальные огни в скалах к западу. Наконец, путь в Силитус, расположенный далеко на севере, часто сопряжен с опасностями.$b$bВот те места, которые я бы проверил.";;;;;;;;;;;;;;;
"15339";"ruRU";;"Ледяная Скорбь: клинок, разрушивший наше королевство...";;;;;;;;;;;;;;
"15340";"ruRU";;"После бесчисленных неудач наших агентов с получением пригодных для анализа образцов гнили Плети я сам вышел на передовую, чтобы наблюдать за ходом работ. Как говорится, если хочешь, чтобы работа была сделана хорошо...";;;;;;;;;;;;;;
"15343";"ruRU";;"Это невероятно! Вы покрыты мощным, заразным, фантастическим упадком! Пожалуйста, позвольте мне собрать эти нетронутые образцы. Я также вылечу любую оставшуюся инфекцию с ваших союзников и вознагражу вас всех за храбрость и самопожертвование во имя медицины! Дайте мне знать, если вы готовы продолжить. $B$B[Прежде чем продолжить, убедитесь, что ВСЕ участники рейда находятся поблизости, чтобы они могли получить кредит за ваше достижение.]";;;;;;;;;;;;;;
"15344";"ruRU";;"Здесь нет ничего для вас. Теперь иди.";;;;;;;;;;;;;;
"15345";"ruRU";;"Теперь ты понял, $N?";;;;;;;;;;;;;;
"15346";"ruRU";"Мой покровитель просит вашего присутствия.";;;;;;;;;;;;;;;
"15347";"ruRU";"Да, $N?";;;;;;;;;;;;;;;
"15348";"ruRU";"Кто ты? Что тебе нужно от нашего племени?";;"Набля, ты ли это?";;"Добро пожаловать, чужой, в наш дом.";;"Вы пришли наблюдать? Хочешь кокос?";;;;;;;;;
"15349";"ruRU";"Некоторые из нашего племени обуздали силу грома. Мы используем его, чтобы защитить себя от захватчиков, будь то люди, орки или динозавры. $b$bНаш гром оглушает всех динозавров, знаете ли.";;;;;;;;;;;;;;;
"15350";"ruRU";"Индивидуальная сила важна, но еще важнее сила племени. Наше племя настолько сильно, насколько слаб его самый слабый член.";;;;;;;;;;;;;;;
"15351";"ruRU";"Плетеники на юге будут есть мелких существ, таких как лягушки и попугаи. Мы, гориллы, съедим плетников. А динозавры будут есть горилл. Все это почетно и естественно.$b$bЛюди и орки тоже охотятся на горилл, но снимают кожу, а тело оставляют гнить. Вот почему мы нападаем на людей и орков.";;;;;;;;;;;;;;;
"15353";"ruRU";"Флора кратера Ун'Горо, безусловно, весьма примечательна. Разве ты не согласна, $N?";;;;;;;;;;;;;;;
"15354";"ruRU";"Как в старые добрые времена, а, $N?";;;;;;;;;;;;;;;
"15357";"ruRU";"Небольшая помощь здесь? Или тебе нужно больше тренировок, $N?$B$BI, я сейчас немного занят, если ты не заметил.";;;;;;;;;;;;;;;
"15360";"ruRU";"Это место кажется достаточно хорошим, я полагаю. Нужно немного поднапрячься.$B$BТы ищешь работу, $N?";;;;;;;;;;;;;;;
"15363";"ruRU";;"Эти пигмеи режут прибыль!";;;;;;;;;;;;;;
"15365";"ruRU";;"У тебя есть ходы, $N. Используй их!";;;;;;;;;;;;;;
"15367";"ruRU";"Warrior-Matic NX-01 уничтожить!";;;;;;;;;;;;;;;
"15369";"ruRU";"Эй, ты слышал про $r$c? Итак, вот: $b$bA $r$c заходит в пещеру и начинает драться с гориллами. Вождь горилл говорит: «Эй, зачем ты это делаешь?!» Тогда $r$c говорит: ""Мне сказал гоблин"".$b$bВожак горилл говорит: ""Ты делаешь все, что тебе говорят гоблины?""А $r$c говорит: ""Да, потому что я тупой, вонючий и хожу на двух ногах"".$b$b Довольно смешно, да? Хм... может быть, нужно немного поработать...";;;;;;;;;;;;;;;
"15370";"ruRU";;"Кратер Ун'Горо служит очень конкретной цели, $N. Настало время узнать об этой цели.";;;;;;;;;;;;;;
"15371";"ruRU";;"Я Набля, ученица Каз'горота и посланник в Кратер Ун'Горо. Я известен как Наблюдатель.$b$bЯ стою здесь на месте своего господина, который давно покинул Азерот. Когда-то он стоял на этом самом месте, когда создавал многие из своих творений.";;;;;;;;;;;;;;
"15372";"ruRU";;"Я наблюдаю. Мне поручено присматривать за Ун'Горо, и я делаю это с этого места.$b$bЯ также провожу тесты и записываю результаты. Эти тесты позволяют мне наблюдать то, что меня больше всего интересует.";;;;;;;;;;;;;;
"15373";"ruRU";;"Простые тесты стимул-реакция. Обычно мой вид не вмешивается в дела Азерота, но здесь, в Ун'Горо, мы можем действовать более прямолинейно. Поскольку Ун'Горо является экспериментальной площадкой титанов, мы имеем на это право.$b$bНапример, скажем, Каз'горот хочет знать, что происходит, когда одно из его творений подвергается воздействию сернистого горячего источника. Он мог ждать тысячелетиями, наблюдая и ожидая, пока существо случайно споткнется и упадет. Или он мог сам поместить существо в воду. $b$b В Ун'Горо мы можем сделать это.";;;;;;;;;;;;;;
"15374";"ruRU";;"Не совсем. На самом деле, многие из существ здесь, в кратере, существовали задолго до прибытия моего хозяина... но некоторые не существовали. Тем не менее, мы наблюдаем их всех без предубеждений.";;;;;;;;;;;;;;
"15375";"ruRU";;"Когда катаклизм обрушился на Азерот, он разрушил механизм маскировки, скрывавший эту террасу. В тот момент это был только вопрос времени, когда разумные расы обнаружат меня здесь.$b$bЭто был сценарий, которого, честно говоря, мы не предвидели. Это потребовало от нас выполнения некоторых новых тестов. А ты, $n, мой подопытный.";;;;;;;;;;;;;;
"15376";"ruRU";;"Я не уполномочен отвечать на этот вопрос. Однако я имею право предложить вам:$b$bНайдите Бранна Бронзоборода.$b$bОн уже многое из того, что нужно знать о нас, балансирует на грани очередного открытия. Помогите ему, и он может помочь вам раскрыть желаемое знание.";;;;;;;;;;;;;;
"15377";"ruRU";"Пришло время вернуть Гилнеас.";;;;;;;;;;;;;;;
"15379";"ruRU";;"Смертные, вы спасли меня от участи хуже смерти. Предоставленные самим себе, колдуны Короля-лича в конце концов сломили бы мою волю и обрекли бы меня на мучительную вечность нежизни. Впереди вас ждет та, кому не так повезло: когда-то гордая супруга Малигоса, Синдрагоса.$B$BСмертельно раненная после предательства Нелтариона и оставленная умирать в одиночестве в снегах Ледяной Короны, она существует теперь как существо чистой ненависти. И все же под этими слоями злобы все еще остается благородный дух королевы драконов. Я верю, что еще есть надежда, что душа Синдрагосы сможет найти мирную передышку.";;;;;;;;;;;;;;
