"id","locale","achievment","achievment_condition","title","VerifiedBuild"
2971,"ruRU","Не стой под молнией (10 игроков)","Убейте Торима в рейде на 10 игроков, не допустив, чтобы хотя бы один из участников рейда попал под воздействие ""Разряда молнии"".",,-1
2972,"ruRU","Не стой под молнией (25 игроков)","Убейте Торима в рейде на 25 игроков, не допустив, чтобы хотя бы один из участников рейда попал под воздействие ""Разряда молнии"".",,-1
4078,"ruRU","Впервые на сервере! Великий крестоносец!","Принять участие в первом на сервере испытании великого крестоносца в рейде на 25 игроков с оставшимися в запасе 50 попытками.","Звание: Великий крестоносец",-1
4648,"ruRU","Победа над Кровавым Советом (10 игроков)","Победа над Кровавым Советом (10 игроков)",,-1
1378,"ruRU","Убийства Глута (Наксрамас, 25 игроков)","Убийства Глута (Наксрамас, 25 игроков)",,-1
1867,"ruRU","Считанные минуты","Убейте Локена в Чертогах Молний в героическом режиме за 2 минуты или быстрее.",,-1
1956,"ruRU","Ученье – свет!","Прочтите тома ""Школы тайной магии"", перечисленные ниже.","Награда: ""Школы тайной магии – Мастерство""",-1
2017,"ruRU","Убеленный сединами воин","Выполните ежедневные PvP-задания в Седых холмах, перечисленные ниже.",,-1
2973,"ruRU","Вам всем конец (10 игроков)","Убейте Торима, Древнего рунического великана и Рунического колосса в рейде на 10 игроков.",,-1
2974,"ruRU","Вам всем конец (25 игроков)","Убейте Торима, Древнего рунического великана и Рунического колосса в рейде на 25 игроков.",,-1
4576,"ruRU","1-й на сервере! Падение Короля-лича","Принять участие в первом на сервере убийстве Короля-лича в рейде на 25 игроков.",,-1
4671,"ruRU","Победа над Кровавым Советом (героич., 10 игроков)","Победа над Кровавым Советом (героич., 10 игроков)",,-1
230,"ruRU","Военачальник","Добейтесь указанных ниже достижений на поле боя.","Наградное звание: Военачальник",-1
1379,"ruRU","Убийства Готика Жнеца (Наксрамас, 25 игроков)","Убийства Готика Жнеца (Наксрамас, 25 игроков)",,-1
1463,"ruRU","1-й на сервере! Авангард Нордскола","Первый персонаж на сервере, добившийся превознесения в Серебряном Авангарде, Драконьем союзе, Кирин-Торе и у Рыцарей Черного Клинка.",,-1
1833,"ruRU","Счастливые часы","Попробуйте 25 различных видов напитков.",,-1
1834,"ruRU","Удар молнии","Убейте генерала Бьярнгрима в Чертогах Молний в героическом режиме, пока он находится под действием временного электрического заряда.",,-1
2975,"ruRU","Кому нужна кровожадность? (10 игроков)","Убейте Торима в рейде на 10 игроков, находясь под воздействием Ауры проворства.",,-1
2976,"ruRU","Кому нужна кровожадность? (25 игроков)","Убейте Торима в рейде на 25 игроков, находясь под воздействием Ауры проворства.",,-1
4672,"ruRU","Победа над Кровавым Советом (25 игроков)","Победа над Кровавым Советом (25 игроков)",,-1
662,"ruRU","Коллекционное издание: мини-Диабло","Владелец Мини-Диабло, спутника из коллекционного издания игры.",,-1
1175,"ruRU","Военачальник","Добейтесь указанных ниже достижений на поле боя.","Наградное звание: Военачальник",-1
1380,"ruRU","Убийства Великой вдовы Фарлины (Наксрамас, 25 игроков)","Убийства Великой вдовы Фарлины (Наксрамас, 25 игроков)",,-1
1832,"ruRU","По вкусу – как курица","Попробуйте 50 питательных азеротских блюд.",,-1
2042,"ruRU","Неразбиваемый","Убейте Волхана в Чертогах Молний в героическом режиме, не дав ему рассыпаться более чем на четырех хладных големов.",,-1
2977,"ruRU","Сиф-он (10 игроков)","Заставьте Торима выйти на арену в присутствии Сиф в рейде на 10 игроков.",,-1
2978,"ruRU","Сиф-он (25 игроков)","Заставьте Торима выйти на арену в присутствии Сиф в рейде на 25 игроков.",,-1
4673,"ruRU","Победа над Кровавым Советом (героич., 25 игроков)","Победа над Кровавым Советом (героич., 25 игроков)",,-1
663,"ruRU","Коллекционное издание: Панда","Владелец Панды, спутника из коллекционного издания игры.",,-1
1381,"ruRU","Убийства Гроббулуса (Наксрамас, 25 игроков)","Убийства Гроббулуса (Наксрамас, 25 игроков)",,-1
1817,"ruRU","Времени в обрез","Убейте Осквернителя из рода Бесконечности в героическом режиме Очищения Стратхольма",,-1
2076,"ruRU","Бронированный бурый медведь","Получите бронированного бурого медведя у Мей Франкис из Даларана.",,-1
3176,"ruRU","Избавься от иллюзий (10 игроков)","Убейте Торима в присутствии Сиф в рейде на 10 игроков.",,-1
3183,"ruRU","Избавься от иллюзий (25 игроков)","Убейте Торима в присутствии Сиф в рейде на 25 игроков.",,-1
4649,"ruRU","Спасения Валитрии Сноходицы (10 игроков)","Спасения Валитрии Сноходицы (10 игроков)",,-1
664,"ruRU","Коллекционное издание: Зерглинг","Владелец Зерглинга, спутника из коллекционного издания игры.",,-1
1382,"ruRU","Убийства Хейгана Нечестивого (Наксрамас, 25 игроков)","Убийства Хейгана Нечестивого (Наксрамас, 25 игроков)",,-1
1872,"ruRU","День зомби!","Убейте 100 восставших зомби за 1 минуту во время Очищения Стратхольма в героическом режиме.",,-1
2077,"ruRU","Шерстистый мамонт","Получите шерстистого мамонта у Мей Франкис из Даларана.",,-1
2979,"ruRU","Дровосек (10 игроков)","Убейте древня Светлого Листа, древня Железную Ветвь и древня Каменную Кору одного за другим с интервалом не более 15 секунд в рейде на 10 игроков.",,-1
3118,"ruRU","Дровосек (25 игроков)","Убейте древня Светлого Листа, древня Железную Ветвь и древня Каменную Кору одного за другим с интервалом не более 15 секунд в рейде на 25 игроков.",,-1
4674,"ruRU","Спасения Валитрии Сноходицы (героич., 10 игроков)","Спасения Валитрии Сноходицы (героич., 10 игроков)",,-1
665,"ruRU","Коллекц. издание: дракончик Пустоты","Владелец маленького дракончика Пустоты, спутника из коллекционного издания The Burning Crusade.",,-1
1383,"ruRU","Убийства четырех всадников (Наксрамас, 25 игроков)","Убийства четырех всадников (Наксрамас, 25 игроков)",,-1
2043,"ruRU","Повалить увальня","Заставьте Свалу Вечноскорбящую убить Увальня из Плети в героическом режиме в Вершине Утгард.",,-1
2078,"ruRU","Тундровый мамонт путешественника","Получите тундрового мамонта у Мей Франкис из Даларана.",,-1
2980,"ruRU","Оранж-жор-рея (10 игроков)","Убейте Фрейю в течение 20 минут с начала боя с любым существом в Оранжерее Жизни в рейде на 10 игроков.",,-1
2981,"ruRU","Оранж-жор-рея (25 игроков)","Убейте Фрейю в течение 20 минут с начала боя с любым существом в Оранжерее Жизни в рейде на 25 игроков.",,-1
4675,"ruRU","Спасения Валитрии Сноходицы (25 игроков)","Спасения Валитрии Сноходицы (25 игроков)",,-1
683,"ruRU","Коллекционное издание: Морозец","Владелец Морозца, спутника из коллекционного издания Wrath of the Lich King.",,-1
1384,"ruRU","Убийства Инструктора Разувия (Наксрамас, 25 игроков)","Убийства Инструктора Разувия (Наксрамас, 25 игроков)",,-1
1873,"ruRU","Мы все любим Скади","Убейте Скади Безжалостного в героическом режиме в Вершине Утгард в течение 3 минут с момента начала испытания.",,-1
2097,"ruRU","Это не мотоцикл, детка","Получите анжинерский чоппер или механоцикл.",,-1
2984,"ruRU","Вырубка (25 игроков)","Убейте 2 древних духа воды, 2 грозовых плеточника и 2 хватоплета за 10 секунд в рейде на 25 игроков.",,-1
2985,"ruRU","Вырубка (10 игроков)","Убейте 2 древних духа воды, 2 грозовых плеточника и 2 хватоплета за 10 секунд в рейде на 10 игроков.",,-1
4676,"ruRU","Спасения Валитрии Сноходицы (героич., 25 игроков)","Спасения Валитрии Сноходицы (героич., 25 игроков)",,-1
1385,"ruRU","Убийства Лотхиба (Наксрамас, 25 игроков)","Убийства Лотхиба (Наксрамас, 25 игроков)",,-1
2084,"ruRU","Кольцо Кирин-Тора","Приобретите перстень Кирин-Тора, печатку Кирин-Тора, петлю Кирин-Тора или кольцо Кирин-Тора в Даларане.",,-1
2156,"ruRU","Ради Скади","Убейте Скади Безжалостного в героическом режиме, предварительно убив Грауфа за один бой со 100% до нуля.",,-1
2982,"ruRU","Природный источник (10 игроков)","Убейте Фрейю в рейде на 10 игроков, когда она находится под воздействием эффекта ""Гармония природы"", суммировавшегося 25 раз.",,-1
2983,"ruRU","Природный источник (25 игроков)","Убейте Фрейю в рейде на 25 игроков, когда она находится под воздействием 25 зарядов ""Гармонии природы"".",,-1
4650,"ruRU","Убийства Мерзоцида (10 игроков)","Убийства Мерзоцида (10 игроков)",,-1
4824,"ruRU","Коллекционное издание: Игрушечный Тор","Владелец  игрушечного Тора, спутника из коллекционного издания Starcraft II.",,-1
411,"ruRU","Мурчаль","Гордый владелец Мурчаля, полученного в награду за посещение BlizzCon-2005 в Анахейме в Калифорнии.",,-1
1386,"ruRU","Убийства Мексны (Наксрамас, 25 игроков)","Убийства Мексны (Наксрамас, 25 игроков)",,-1
2157,"ruRU","Проклятие короля","Убейте короля Имирона в Вершине Утгард в героическом режиме. Ни один из членов вашей группы не должен получить ""Проклятие"".",,-1
2716,"ruRU","Двойная специализация","Посетите наставника вашего класса (самое раннее – на 40-м уровне) и обучитесь двойной специализации.",,-1
3177,"ruRU","Постучи по дереву (10 игроков)","Убейте Фрейю в рейде на 10 игроков, оставив в живых хотя бы одного древня.",,-1
3185,"ruRU","Постучи по дереву (25 игроков)","Убейте Фрейю в рейде на 25 игроков, оставив в живых хотя бы одного древня.",,-1
4677,"ruRU","Убийства Мерзоцида (героич., 10 игроков)","Убийства Мерзоцида (героич., 10 игроков)",,-1
412,"ruRU","Костюм мурлока","Гордый владелец костюма мурлока, полученного в награду за посещение BlizzCon-2007 в Анахайме в Калифорнии.",,-1
1387,"ruRU","Убийства Нота Чумного (Наксрамас, 25 игроков)","Убийства Нота Чумного (Наксрамас, 25 игроков)",,-1
1871,"ruRU","Опытный наездник на драконе","Убейте хранителя энергии Эрегоса в Окулусе три раза: оседлав янтарного, изумрудного и рубинового дракона. Это нужно выполнять в героическом режиме.",,-1
2141,"ruRU","Конюшенный","Получите 10 средств передвижения.",,-1
3178,"ruRU","Дважды постучи по дереву (10 игроков)","Убейте Фрейю в рейде на 10 игроков, оставив в живых хотя бы двух древней.",,-1
3186,"ruRU","Дважды постучи по дереву (25 игроков)","Убейте Фрейю в рейде на 25 игроков, оставив в живых хотя бы двух древней.",,-1
4678,"ruRU","Убийства Мерзоцида (25 игроков)","Убийства Мерзоцида (25 игроков)",,-1
415,"ruRU","Большой медведь Blizzard","Гордый владелец большого медведя Blizzard, полученного на BlizzCon-2008.",,-1
1367,"ruRU","Убийства Лоскутика (Наксрамас, 25 игроков)","Убийства Лоскутика (Наксрамас, 25 игроков)",,-1
1868,"ruRU","Вам всем зачтется","Убейте хранителя энергии Эрегоса в Окулусе в героическом режиме в течение 20 минут после смерти Пытателя.",,-1
2142,"ruRU","Пополняя конюшню","Получите 25 средств передвижения.",,-1
3179,"ruRU","Трижды постучи по дереву (10 игроков)","Убейте Фрейю в рейде на 10 игроков, оставив в живых всех трех древней.",,-1
3187,"ruRU","Трижды постучи по дереву (25 игроков)","Убейте Фрейю в рейде на 25 игроков, оставив в живых всех трех древней.",,-1
4679,"ruRU","Убийства Мерзоцида (героич., 25 игроков)","Убийства Мерзоцида (героич., 25 игроков)",,-1
1388,"ruRU","Убийства Таддиуса (Наксрамас, 25 игроков)","Убийства Таддиуса (Наксрамас, 25 игроков)",,-1
2044,"ruRU","Рубиновая бездна","Убейте хранителя энергии Эрегоса в Окулусе группой, в которой никто не оседлал рубинового дракона. Это нужно выполнить в героическом режиме.",,-1
2143,"ruRU","Командир кавалерии","Получите 50 средств передвижения.","Награда: дракон-альбинос",-1
2989,"ruRU","Надмозг атакует (10 игроков)","Убейте Мимирона в рейде на 10 игроков, не позволив ему нанести урон ни одному участника рейда.",,-1
3237,"ruRU","Надмозг атакует (25 игроков)","Убейте Мимирона в рейде на 25 игроков, не позволив ему нанести урон ни одному участника рейда.",,-1
3536,"ruRU","Мурпех","Гордый владелец яйца мурлока с конференции Blizzcon 2009.",,-1
4651,"ruRU","Убийства Кровавой королевы (10 игроков)","Убийства Кровавой королевы (10 игроков)",,-1
414,"ruRU","Эфес меча Тираэля","Гордый владелец эфеса меча Тираэля, полученного в награду посещение World Wide Invitational-2008 в Париже.",,-1
1389,"ruRU","Убийства Сапфирона (Наксрамас, 25 игроков)","Убийства Сапфирона (Наксрамас, 25 игроков)",,-1
2045,"ruRU","Изумрудная бездна","Убейте хранителя энергии Эрегоса в Окулусе группой, в которой никто не оседлал изумрудного дракона. Это нужно выполнить в героическом режиме.",,-1
2536,"ruRU","Не имей 100 рублей, а имей 100 коней","Получите 100 средств передвижения.","Награда: синий верховой дракондор",-1
2995,"ruRU","Не такой уж и дружеский огонь (25 игроков)","Заставьте Мимирона убить штурмбота ракетным залпом в рейде на 25 игроков.",,-1
3138,"ruRU","Не такой уж и дружеский огонь (10 игроков)","Заставьте Мимирона убить штурмбота ракетным залпом в рейде на 10 игроков.",,-1
4680,"ruRU","Убийства Кровавой королевы (героич., 10 игроков)","Убийства Кровавой королевы (героич., 10 игроков)",,-1
454,"ruRU","Разведчик","Заслужите звание ""Разведчик"".",,-1
1390,"ruRU","Убийства Кел'Тузада (Наксрамас, 25 игроков)","Убийства Кел'Тузада (Наксрамас, 25 игроков)",,-1
2046,"ruRU","Янтарная бездна","Убейте хранителя энергии Эрегоса в Окулусе группой, в которой никто не оседлал янтарного дракона. Это нужно выполнить в героическом режиме.",,-1
2537,"ruRU","Не имей 100 рублей, а имей 100 коней","Получите 100 средств передвижения.","Награда: красный верховой дракондор",-1
3180,"ruRU","Пожарный (10 игроков)","Убейте Мимирона в рейде на 10 игроков после активации его механизма самоуничтожения.",,-1
3189,"ruRU","Пожарный (25 игроков)","Убейте Мимирона в рейде на 25 игроков после активации его механизма самоуничтожения.",,-1
4681,"ruRU","Убийства Кровавой королевы (25 игроков)","Убийства Кровавой королевы (25 игроков)",,-1
468,"ruRU","Рубака","Заслужите звание ""Рубака"".",,-1
1392,"ruRU","Убийства Сартариона (Драконьи чертоги, 10 игроков)","Убийства Сартариона (Драконьи чертоги, 10 игроков)",,-1
2996,"ruRU","Тенефобия (10 игроков)","Убейте генерала Везакса в рейде на 10 игроков. Ни один участник рейда не должен попасть под удар Темного сокрушения.",,-1
2997,"ruRU","Тенефобия (25 игроков)","Убейте генерала Везакса в рейде на 25 игроков. Ни один участник рейда не должен попасть под удар Темного сокрушения.",,-1
3802,"ruRU","Исповедница Серебряного Авангарда","Победите исповедницу Серебряного Авангарда Пейлтресс, пройдя испытание чемпиона в героическом режиме несколько раз и подавив 5 разных воспоминаний из прошлого.",,-1
4682,"ruRU","Убийства Кровавой королевы (героич., 25 игроков)","Убийства Кровавой королевы (героич., 25 игроков)",,-1
453,"ruRU","Сержант","Заслужите звание ""Сержант"".",,-1
1393,"ruRU","Убийства Сартариона (Драконьи чертоги, 25 игроков)","Убийства Сартариона (Драконьи чертоги, 25 игроков)",,-1
3181,"ruRU","Обожаю запах саронита по утрам (10 игроков)","Убейте генерала Везакса в рейде на 10 игроков после убийства саронитового врага.",,-1
3188,"ruRU","Обожаю запах саронита по утрам (25 игроков)","Убейте генерала Везакса в рейде на 25 игроков после убийства саронитового врага.",,-1
3803,"ruRU","Однокнопочный","Добейте Эдрика Чистого ударом его собственного молота, проходя испытание чемпиона в героическом режиме.",,-1
4652,"ruRU","Убийства Синдрагосы (10 игроков)","Убийства Синдрагосы (10 игроков)",,-1
450,"ruRU","Старший сержант","Заслужите звание ""Старший сержант"".",,-1
1391,"ruRU","Убийства Малигоса (10 игроков)","Убийства Малигоса (10 игроков)",,-1
3009,"ruRU","Помиритесь и поцелуйтесь. (10 игроков)","/Поцелуйте разозлившуюся на вас Сару в Ульдуаре в рейде на 10 игроков.",,-1
3011,"ruRU","Помиритесь и поцелуйтесь (25 игроков)","/Поцелуйте разозлившуюся на вас Сару в Ульдуаре в рейде на 25 игроков.",,-1
3804,"ruRU","Бывало и хуже","Одолейте Черного рыцаря, проходя испытание чемпиона в героическом режиме. Ни один участник группы не должен пострадать от взрыва вурдалака.",,-1
4684,"ruRU","Убийства Синдрагосы (героич., 10 игроков)","Убийства Синдрагосы (героич., 10 игроков)",,-1
452,"ruRU","Старшина","Заслужите звание ""Старшина"".",,-1
1394,"ruRU","Убийства Малигоса (25 игроков)","Убийства Малигоса (25 игроков)",,-1
3157,"ruRU","Три огонька во мраке (10 игроков)","Убейте Йогг-Сарона с помощью не более трех хранителей в рейде на 10 игроков.",,-1
3161,"ruRU","Три огонька во мраке (25 игроков)","Убейте Йогг-Сарона с помощью не более трех хранителей в рейде на 25 игроков.",,-1
4522,"ruRU","Силы души","Убейте Броньяма в Кузне Душ в героическом режиме, оставив в живых не менее 4 оскверненных частей души.",,-1
4683,"ruRU","Убийства Синдрагосы (25 игроков)","Убийства Синдрагосы (25 игроков)",,-1
451,"ruRU","Каменный страж","Заслужите звание ""Каменный страж"".",,-1
1753,"ruRU","Убийства Аркавона Стража Камня (Озеро Ледяных Оков, 10 игроков)","Убийства Аркавона Стража Камня (Озеро Ледяных Оков, 10 игроков)",,-1
3141,"ruRU","Два огонька во мраке (10 игроков)","Убейте Йогг-Сарона с помощью не более двух хранителей в рейде на 10 игроков.",,-1
3162,"ruRU","Два огонька во мраке (25 игроков)","Убейте Йогг-Сарона с помощью не более двух хранителей в рейде на 25 игроков.",,-1
4523,"ruRU","Трехликое","Убейте Пожирателя Душ в Кузне Душ в героическом режиме, прервав все его заклинания ""Призрачный взрыв"".",,-1
4685,"ruRU","Убийства Синдрагосы (героич., 25 игроков)","Убийства Синдрагосы (героич., 25 игроков)",,-1
449,"ruRU","Кровавый страж","Заслужите звание ""Кровавый страж"".",,-1
1754,"ruRU","Убийства Аркавона Стража Камня (Озеро Ледяных Оков, 25 игроков)","Убийства Аркавона Стража Камня (Озеро Ледяных Оков, 25 игроков)",,-1
3158,"ruRU","Огонек во мраке (10 игроков)","Убейте Йогг-Сарона с помощью только одного хранителя в рейде на 10 игроков.",,-1
3163,"ruRU","Огонек во мраке (25 игроков)","Убейте Йогг-Сарона с помощью только одного хранителя в рейде на 25 игроков.",,-1
4524,"ruRU","Не жди до одиннадцати!","Убейте начальника кузни Гархлада в Яме Сарона в героическом режиме прежде, чем эффект ""Вечная мерзлота"" суммируется 11 раз на любом из игроков.",,-1
4653,"ruRU","Победы над Королем-личом (10 игроков)","Победы над Королем-личом (10 игроков)",,-1
469,"ruRU","Легионер","Заслужите звание ""Легионер"".",,-1
3159,"ruRU","Один во мраке (10 игроков)","Убейте Йогг-Сарона без помощи хранителей в рейде на 10 игроков.",,-1
3164,"ruRU","Один во мраке (25 игроков)","Убейте Йогг-Сарона без помощи хранителей в рейде на 25 игроков.",,-1
4525,"ruRU","Носите каски","Расчистите путь к Повелителю Плети Тиранию в Яме Сарона в героическом режиме. Во время первой попытки ни один участник рейда не должен получить урона от сосулек.",,-1
4686,"ruRU","Победы над Королем-личом (героич., 10 игроков)","Победы над Королем-личом (героич., 10 игроков)",,-1
448,"ruRU","Центурион","Заслужите звание ""Центурион"".",,-1
3008,"ruRU","Сведи меня с ума (10 игроков)","Убейте Йогг-Сарона в рейде на 10 игроков. Ни один участник рейда не должен сойти с ума.",,-1
3010,"ruRU","Сведи меня с ума (25 игроков)","Убейте Йогг-Сарона в рейде на 25 игроков. Ни один участник рейда не должен сойти с ума.",,-1
4526,"ruRU","Мы не отступаем, мы идем другим путем","Убегите от Короля-лича менее чем за 6 минут.",,-1
4687,"ruRU","Победы над Королем-личом (25 игроков)","Победы над Королем-личом (25 игроков)",,-1
447,"ruRU","Защитник","Заслужите звание ""Защитник"".",,-1
3012,"ruRU","Древнее некуда (10 игроков)","Убейте Йогг-Сарона за 7 минут в рейде на 10 игроков.",,-1
3013,"ruRU","Древнее некуда (25 игроков)","Убейте Йогг-Сарона за 7 минут в рейде на 25 игроков.",,-1
4688,"ruRU","Победы над Королем-личом (героич., 25 игроков)","Победы над Королем-личом (героич., 25 игроков)",,-1
444,"ruRU","Лейтенант-генерал","Заслужите звание ""Лейтенант-генерал"".",,-1
3014,"ruRU","Они появляются из стен (10 игроков)","Убейте 9 стражей Йогг-Сарона за 12 секунд в рейде на 10 игроков.",,-1
3017,"ruRU","Они появляются из стен (25 игроков)","Убейте 9 стражей Йогг-Сарона за 12 секунд в рейде на 25 игроков.",,-1
4657,"ruRU","Убийства Торавона Стража Льда (Озеро Ледяных Оков, 10 игроков)","Убийства Торавона Стража Льда (Озеро Ледяных Оков, 10 игроков)",,-1
446,"ruRU","Генерал","Заслужите звание ""Генерал"".",,-1
3015,"ruRU","Полуденные дремы (10 игроков)","Узрите все 3 видения разума Йогг-Сарона в рейде на 10 игроков.",,-1
3016,"ruRU","Полуденные дремы (25 игроков)","Узрите все 3 видения разума Йогг-Сарона в рейде на 25 игроков.",,-1
4658,"ruRU","Убийства Торавона Стража Льда (Озеро Ледяных Оков, 25 игроков)","Убийства Торавона Стража Льда (Озеро Ледяных Оков, 25 игроков)",,-1
445,"ruRU","Вождь","Заслужите звание ""Вождь"".",,-1
3036,"ruRU","Под наблюдением (10 игроков)","Убейте Алгалона Наблюдателя в рейде на 10 игроков.","Наградное звание: Говорящий со звездами",-1
3037,"ruRU","Под наблюдением (25 игроков)","Убейте Алгалона Наблюдателя в рейде на 25 игроков.","Наградное звание: Звездный скиталец",-1
4821,"ruRU","Убийства Халиона (Рубиновое святилище, 10 игроков)","Убийства Халиона (Рубиновое святилище, 10 игроков)",,-1
443,"ruRU","Верховный вождь","Заслужите звание ""Верховный вождь"".",,-1
3002,"ruRU","Критическая масса (25 игроков)","Убейте Алгалона Наблюдателя в рейде на 25 игроков, закрыв 3 черные дыры за 10 секунд.",,-1
3003,"ruRU","Критическая масса (10 игроков)","Убейте Алгалона Наблюдателя в рейде на 10 игроков, закрыв 3 черные дыры за 10 секунд.",,-1
4822,"ruRU","Убийства Халиона (Рубиновое святилище, 10 игроков, героич.)","Убийства Халиона (Рубиновое святилище, 10 игроков, героич.)",,-1
442,"ruRU","Рядовой","Заслужите звание ""Рядовой"".",,-1
3004,"ruRU","Он умоется твоими слезами (10 игроков)","Убейте Алгалона Наблюдателя в рейде на 10 игроков, не допустив смерти ни одного члена рейда от Алгалона за все время сохранения подземелья.",,-1
3005,"ruRU","Он умоется твоими слезами (25 игроков)","Убейте Алгалона Наблюдателя в рейде на 25 игроков, не допустив смерти ни одного члена рейда Алгалона за всю историю сохранения.",,-1
4820,"ruRU","Убийства Халиона (Рубиновое святилище, 25 игроков)","Убийства Халиона (Рубиновое святилище, 25 игроков)",,-1
470,"ruRU","Капрал","Заслужите звание ""Капрал"".",,-1
2904,"ruRU","Завоеватель Ульдуара","Убейте всех боссов в Ульдуаре в рейде на 25 игроков, не допустив смерти ни одного участника рейда от боссов за все время сохранения подземелья.","Наградное звание: Завоеватель Ульдуара",-1
3316,"ruRU","Посланник титанов","Убейте Алгалона Наблюдателя в рейде на 10 игроков. При этом ни один участник рейда не должен быть экипирован предметом более высокого уровня, чем в Ульдуаре для 10 игроков.","Наградное звание: Посланник титанов",-1
4823,"ruRU","Убийства Халиона (Рубиновое святилище, 25 игроков, героич.)","Убийства Халиона (Рубиновое святилище, 25 игроков, героич.)",,-1
471,"ruRU","Сержант","Заслужите звание ""Сержант"".",,-1
2903,"ruRU","Защитник Ульдуара","Убейте всех боссов в Ульдуаре в рейде на 10 игроков, не допустив смерти ни одного участника рейда от боссов за все время сохранения подземелья.","Наградное звание: Защитник Ульдуара",-1
441,"ruRU","Старший сержант","Заслужите звание ""Старший сержант"".",,-1
440,"ruRU","Старшина","Заслужите звание ""Старшина"".",,-1
439,"ruRU","Рыцарь","Заслужите звание ""Рыцарь"".",,-1
472,"ruRU","Рыцарь-лейтенант","Заслужите звание ""Рыцарь-лейтенант"".",,-1
438,"ruRU","Рыцарь-капитан","Заслужите звание ""Рыцарь-капитан"".",,-1
437,"ruRU","Рыцарь-защитник","Заслужите звание ""Рыцарь-защитник"".",,-1
436,"ruRU","Лейтенант-командор","Заслужите звание ""Лейтенант-командор"".",,-1
435,"ruRU","Командор","Заслужите звание ""Командор"".",,-1
473,"ruRU","Маршал","Заслужите звание ""Маршал"".",,-1
434,"ruRU","Фельдмаршал","Заслужите звание ""Фельдмаршал"".",,-1
433,"ruRU","Главнокомандующий","Заслужите звание ""Главнокомандующий"".",,-1
432,"ruRU","Защитник наару","Заслужите звание ""Защитник наару"".",,-1
431,"ruRU","Длань А'дала","Заслужите звание ""Длань А'дала"".",,-1
1205,"ruRU","Герой Шаттрата","Добейтесь того, чтобы вас превозносили Провидцы и Алдоры.",,-1
871,"ruRU","Якорь мне в глотку!","Получите Адмиральскую шляпу Кровавого Паруса… и почаще выходите на свежий воздух.","Наградное звание: Адмирал Кровавого Паруса",-1
879,"ruRU","Олдскульный наездник","Владелец одного из старых эпических верховых животных, которых уже нельзя получить в игре.",,-1
729,"ruRU","Поводья коня смерти","Получите поводья коня смерти у Барона Ривендера из Стратхольма.",,-1
980,"ruRU","Поводья Всадника без головы","Получите Поводья Всадника без головы от Всадника без головы в Монастыре Алого ордена во время Тыквовина.",,-1
880,"ruRU","Стремительный зулианский тигр","Получите Стремительного зулианского тигра от Верховного Жреца Текала в Зул'Гурубе.",,-1
881,"ruRU","Стремительный ящер Раззаши","Получите Стремительного ящера Раззаши от Мандокира Повелителя Крови из Зул'Гуруба.",,-1
882,"ruRU","Поводья огненного боевого коня","Получите Поводья огненного боевого коня от Ловчего Аттумена в Каражане.",,-1
883,"ruRU","Поводья Владыки Воронов","Получите Поводья Владыки Воронов от Анзу в Сетеккских залах.",,-1
884,"ruRU","Стремительный белый крылобег","Получите стремительного белого крылобега от Кель'Таса Солнечного Скитальца на Террасе Магистров.",,-1
885,"ruRU","Пепел Ал'ара","Получите Пепел Ал'ара от Кель'таса Солнечного Скитальца в Крепости Бурь.",,-1
4626,"ruRU","Я же буду головой!","Получите голову Мимирона, убив Йогг-Сарона в рейде на 25 человек без помощи Хранителей.",,-1
4627,"ruRU","Большая ракета любви","Получите большую ракету любви, одолев аптекаря Хаммела в Крепости Темного Клыка во время Любовной лихорадки.",,-1
4625,"ruRU","Поводья Непобедимого","Получите поводья Непобедимого, одержав верх над Артасом в Цитадели Ледяной Короны.",,-1
4079,"ruRU","Дань бессмертию","Проходя испытание великого крестоносца в рейде из 25 игроков, доберитесь до сундука с наградами. При этом у вас должно остаться не менее 50 попыток и ни один участник рейда не должен погибнуть во время битв с боссами.","Награда: вороной боевой конь крестоносца",-1
4156,"ruRU","Дань бессмертию","Проходя испытание великого крестоносца в рейде из 25 игроков, доберитесь до сундука с наградами. При этом у вас должно остаться не менее 50 попыток и ни один участник рейда не должен погибнуть во время битв с боссами.","Награда: белый боевой конь крестоносца",-1
886,"ruRU","Стремительный дракон Пустоты","Получите Стремительного дракона Пустоты за участие в первом сезоне арены.",,-1
887,"ruRU","Безжалостный дракон Пустоты","Получите Безжалостного дракона Пустоты за участие во втором сезоне арены.",,-1
888,"ruRU","Мстительный дракон Пустоты","Получите Мстительного дракона Пустоты за участие в третьем сезоне арены в The Burning Crusade.",,-1
2316,"ruRU","Жестокий дракон Пустоты","Получите Жестокого дракона Пустоты за участие в четвертом сезоне арены в The Burning Crusade.",,-1
3096,"ruRU","Ледяной змей смертоносного гладиатора","Получите ледяного змея смертоносного гладиатора за участие в 5-м сезоне боев на арене дополнения Wrath of the Lich King.",,-1
3756,"ruRU","Ледяной змей гневного гладиатора","Получите ледяного змея гневного гладиатора за участие в 6-м сезоне боев на арене дополнения Wrath of the Lich King.",,-1
3757,"ruRU","Ледяной змей неумолимого гладиатора","Получите ледяного змея неумолимого гладиатора за участие в 7-м сезоне боев на арене дополнения Wrath of the Lich King.",,-1
4600,"ruRU","Ледяной змей разгневанноого гладиатора","Получите ледяного змея разгневанного гладиатора за участие в 8-м сезоне боев на арене дополнения Wrath of the Lich King.",,-1
