10010;"The Alliance lost The Stadium!";"Альянс потерял Стадион!"
10011;"The Horde lost Broken Hill!";"Орда потеряла Брокен-Хилл!"
10012;"The Alliance lost Broken Hill!";"Альянс потерял Брокен-Хилл!"
10013;"The Horde has taken the West Beacon!";"Орда захватила Западный Маяк!"
10014;"The Alliance has taken the West Beacon!";"Альянс захватил Западный маяк!"
10015;"The Horde has taken the East Beacon!";"Орда захватила Восточный Маяк!"
10016;"The Alliance has taken the East Beacon!";"Альянс захватил Восточный маяк!"
10017;"The Horde has captured the Twin Spire Graveyard!";"Орда захватила кладбище Twin Spire!"
10018;"The Alliance has captured the Twin Spire Graveyard!";"Альянс захватил кладбище Twin Spire!"
10019;"The Horde lost the West Beacon!";"Орда потеряла Западный Маяк!"
10020;"The Alliance lost the West Beacon!";"Альянс потерял Западный маяк!"
10021;"The Horde lost the East Beacon!";"Орда потеряла Восточный Маяк!"
10022;"The Alliance lost the East Beacon!";"Альянс потерял Восточный маяк!"
10023;"The Horde lost the Twin Spire Graveyard!";"Орда потеряла кладбище Двойных Шпилей!"
10024;"The Alliance lost the Twin Spire Graveyard!";"Альянс потерял кладбище Двойных Шпилей!"
10025;"The Horde has captured Halaa!";"Орда захватила Халаа!"
10026;"The Alliance has captured Halaa!";"Альянс захватил Халаа!"
10027;"The Horde lost Halaa!";"Орда потеряла Халаа!"
10028;"The Alliance lost Halaa!";"Альянс потерял Халаа!"
10029;"The Horde has taken a Spirit Tower!";"Орда захватила Башню Духа!"
10030;"The Alliance has taken a Spirit Tower!";"Альянс захватил Башню Духа!"
10031;"The Horde lost a Spirit Tower!";"Орда потеряла Башню Духа!"
10032;"The Alliance lost a Spirit Tower!";"Альянс потерял Башню Духа!"
10033;"The Horde has taken the Northpass Tower!";"Орда захватила башню Северного перевала!"
10034;"The Alliance has taken the Northpass Tower!";"Альянс захватил Башню Северного перевала!"
10035;"The Horde has taken the Eastwall Tower!";"Орда захватила Башню Восточной Стены!"
10036;"The Alliance has taken the Eastwall Tower!";"Альянс захватил Восточную башню!"
10037;"The Horde has taken the Crown Guard Tower!";"Орда захватила Королевскую сторожевую башню!"
10038;"The Alliance has taken the Crown Guard Tower!";"Альянс захватил Королевскую сторожевую башню!"
10039;"The Horde has taken the Plaguewood Tower!";"Орда захватила Чумную башню!"
10040;"The Alliance has taken the Plaguewood Tower!";"Альянс захватил Чумную башню!"
10041;"The Horde lost the Northpass Tower!";"Орда потеряла Башню Северного Перевала!"
10042;"The Alliance lost the Northpass Tower!";"Альянс потерял Башню Северного Перевала!"
10043;"The Horde lost the Eastwall Tower!";"Орда потеряла Восточную башню!"
10044;"The Alliance lost the Eastwall Tower!";"Альянс потерял Восточную башню!"
10045;"The Horde lost the Crown Guard Tower!";"Орда потеряла Королевскую сторожевую башню!"
10046;"The Alliance lost the Crown Guard Tower!";"Альянс потерял Королевскую сторожевую башню!"
10047;"The Horde lost the Plaguewood Tower!";"Орда потеряла Чумную башню!"
10048;"The Alliance lost the Plaguewood Tower!";"Альянс потерял Башню Чумного леса!"
10049;"The Horde has collected 200 silithyst!";"Орда собрала 200 силитистов!"
10050;"The Alliance has collected 200 silithyst!";"Альянс собрал 200 силитистов!"
10051;"Take me to Northpass Tower.";"Отведи меня к башне Нортпасс."
10052;"Take me to Eastwall Tower.";"Отведи меня в Восточную башню."
10053;"Take me to Crown Guard Tower.";"Отведи меня в Королевскую сторожевую башню."
10054;"Give me the flag, I'll take it to the central beacon for the glory of the Alliance!";"Дайте мне флаг, я отнесу его на центральный маяк во славу Альянса!"
10055;"Give me the flag, I'll take it to the central beacon for the glory of the Horde!";"Дайте мне флаг, я отнесу его на центральный маяк во славу Орды!"
10056;"The battle for Strand of the Ancients begins in 2 minutes.";"Битва за Берег Древних начнется через 2 минуты."
10057;"The battle for Strand of the Ancients begins in 1 minute.";"Битва за Берег Древних начинается через 1 минуту."
10058;"The battle for Strand of the Ancients begins in 30 seconds. Prepare yourselves!.";"Битва за Берег Древних начнется через 30 секунд. Приготовьтесь!."
10059;"Let the battle for Strand of the Ancients begin!";"Да начнется битва за Берег Древних!"
10060;"The {} is under attack!";"{} находится под атакой!"
10061;"The {} was destroyed!";"{} был уничтожен!"
10062;"Round 1 -  finished!";"1 раунд - завершен!"
10063;"The Alliance captured the titan portal!";"Альянс захватил портал титанов!"
10064;"The Horde captured the titan portal!";"Орда захватила портал титанов!"
10065;"Round 2 of the Battle for the Strand of the Ancients begins in 1 minute.";"Второй раунд Битвы за Берег Древних начинается через 1 минуту."
10066;"Round 2 begins in 30 seconds. Prepare yourselves!";"Раунд 2 начинается через 30 секунд. Приготовьтесь!"
10067;"The chamber has been breached! The titan relic is vulnerable!";"Палата взломана! Реликвия титанов уязвима!"
10068;"The Alliance captured the South Graveyard!";"Альянс захватил Южное кладбище!"
10069;"The Alliance captured the West Graveyard!";"Альянс захватил Западное кладбище!"
10070;"The Alliance captured the East Graveyard!";"Альянс захватил Восточное кладбище!"
10071;"The Horde captured the South Graveyard!";"Орда захватила Южное кладбище!"
10072;"The Horde captured the West Graveyard!";"Орда захватила Западное кладбище!"
10073;"The Horde captured the East Graveyard!";"Орда захватила Восточное кладбище!"
11000;"|cffffff00[|c00077766Autobroadcast|cffffff00]: |cFFF222FF{}|r";"|cffffff00[|c00077766Автотрансляция|cffffff00]: |cFFF222FF{}|r"
11001;"You have not chosen -1 or the current realmID that you are on.";"Вы не выбрали -1 или текущий realmID, на котором находитесь."
11002;"Server: {} has kicked {}, reason: {}";"Сервер: {} выгнал {}, причина: {}"
11003;"Server: %s has muted %s for %s, reason: %s";"Сервер: %s заглушил %s для %s, причина: %s"
11004;"Server: {} has banned character {} for {}, reason: {}";"Сервер: {} забанил персонажа {} за {}, причина: {}"
11005;"Server: {} has banned character {} permanetly, reason: {}";"Сервер: {} забанил персонажа {} навсегда, причина: {}"
11006;"Server: {} has banned account {} for {}, reason: {}";"Сервер: {} заблокировал аккаунт {} для {}, причина: {}"
11007;"Server: {} has banned account {} permanetly, reason: {}";"Сервер: {} заблокировал аккаунт {} навсегда, причина: {}"
11008;"Movement type: {}";"Тип движения: {}"
11009;"Flags Extra: {}";"Дополнительные флаги: {}"
11010;"You didn't get kicked out of the instance even if Player::CheckInstanceLoginValid() returned false and without .gm on flag";"Вас не выгнали из инстанса, даже если Player::CheckInstanceLoginValid() вернул false и без .gm на флаге"
11011;"VisualizeBoundary warning: No interior point of the creature's boundary could be found - check if you have mutually exclusive boundaries!";"Предупреждение VisualizeBoundary: не удалось найти внутреннюю точку границы существа — проверьте, есть ли у вас взаимоисключающие границы!"
11012;"VisualizeBoundary error: Creature movement is unbounded";"Ошибка VisualizeBoundary: движение существа не ограничено"
11013;"VisualizeBoundary warning: Reached fail-safe flood boundary - check is your boundary is unbounded!";"Предупреждение VisualizeBoundary: достигнута граница безопасного флуда — проверьте, не ограничена ли ваша граница!"
11014;"You are already locked to {}.";"Вы уже привязаны к {}."
11015;"This creature does not have an active CreatureAI assigned to it.";"Этому существу не назначен активный CreatureAI."
11016;"Select a player or player pet.";"Выберите игрока или питомца игрока."
11017;"Server: {} has banned ip {} for {}, reason: {}";"Сервер: {} забанил ip {} за {}, причина: {}"
11018;"Server: {} has banned ip {} permanetly, reason: {}";"Сервер: {} забанил ip {} навсегда, причина: {}"
11100;"Item transmogrified";"Предмет трансмогрифицирован"
11101;"Equipment slot is empty";"Слот для снаряжения пуст"
11102;"Invalid source item selected";"Выбран недопустимый исходный элемент"
11103;"Source item does not exist";"Исходный элемент не существует"
11104;"Destination item does not exist";"Пункт назначения не существует"
11105;"Selected items are invalid";"Выбранные элементы недействительны"
11106;"Not enough money";"Недостаточно средств"
11107;"You don't have enough tokens";"У вас недостаточно токенов"
11108;"Transmogrifications removed";"Трансмогрификации удалены"
11109;"There are no transmogrifications";"Трансмогрификации нет"
11110;"Invalid name inserted";"Вставлено неверное имя"
12050;"{} has been captured by {}";"{} был захвачен {}"
12051;"{} is under attack by {}";"{} находится под атакой {}"
12052;"The Broken Temple siege workshop";"Осадная мастерская Разбитого Храма"
12053;"Eastspark siege workshop";"Осадная мастерская Истспарка"
12054;"Westspark siege workshop";"Осадная мастерская Вестспарка"
12055;"The Sunken Ring siege workshop";"Осадная мастерская Затонувшего кольца"
12056;"Horde";"Орда"
12057;"Alliance";"Альянс"
12058;"The battle for Wintergrasp is about to begin!";"Битва за Зимние Оков вот-вот начнется!"
12059;"You have reached Rank 1: Corporal";"Вы достигли ранга 1: капрал"
12060;"You have reached Rank 2: First Lieutenant";"Вы достигли ранга 2: Старший лейтенант"
12061;"The south-eastern keep tower";"Юго-восточная сторожевая башня"
12062;"The north-eastern keep tower";"Северо-восточная сторожевая башня"
12063;"The south-western keep tower";"Юго-западная сторожевая башня"
12064;"The north-western keep tower";"Северо-западная сторожевая башня"
12065;"{} has been damaged !";"{} был поврежден!"
12066;"{} has been destroyed!";"{} был уничтожен!"
12067;"The battle for Wintergrasp begin!";"Битва за Зимние Оковы начинается!"
12068;"{} has successfully defended the Wintergrasp fortress!";"{} успешно защитил крепость Ледяных Оков!"
12069;"The southern tower";"Южная башня"
12070;"The eastern tower";"Восточная башня"
12071;"The western tower";"Западная башня"
12072;"The Wintergrasp fortress has been captured by {} !";"Крепость Зимних Оков захвачена {} !"
20070;"Guide me to the Fortress Graveyard.";"Проведи меня на Кладбище Крепости."
20071;"Guide me to the Sunken Ring Graveyard.";"Проведи меня на кладбище Затонувшего Кольца."
20072;"Guide me to the Broken Temple Graveyard.";"Проведи меня на кладбище Разрушенного Храма."
20073;"Guide me to the Westspark Graveyard.";"Проведи меня на кладбище Вестспарк."
20074;"Guide me to the Eastspark Graveyard.";"Проведи меня на кладбище Истспарка."
20075;"Guide me back to the Horde landing camp.";"Веди меня обратно в посадочный лагерь Орды."
20076;"Guide me back to the Alliance landing camp.";"Направь меня обратно в посадочный лагерь Альянса."
20077;"Queue for Wintergrasp.";"Очередь на Зимние Оковы."
20078;"|cffff0000[Wintergrasp]:|r Battle started!|r";"|cffff0000[Wintergrasp]:|r Битва началась!|r"
30000;"Speaking is allowed after playing for at least {}. You may use party and guild chat.";"Говорить разрешено после того, как вы сыграете не менее {}. Вы можете использовать групповой и гильдейский чат."
30077;"Toggle Instant Flight";"Включить мгновенный полет"
30078;"Instant Flight ON";"Мгновенный полет включен"
30079;"Instant Flight OFF";"Мгновенный полет ВЫКЛ."
30080;"The file 'opcode.txt' is missing in the server working directory.";"Файл opcode.txt отсутствует в рабочем каталоге сервера."
30081;"{} does not have itemID = {}, thus cannot be removed.";"{} не имеет itemID = {}, поэтому его нельзя удалить."
30082;"{} does not have that many of itemID = {}, thus none were removed.";"У {} не так много itemID = {}, поэтому ни один из них не был удален."
30083;"You cannot share quests while in a Battleground.";"Вы не можете делиться квестами, находясь на поле боя."
30084;"You cannot start a Ready Check while in a Battlground.";"Вы не можете начать проверку готовности, находясь на поле боя."
30085;"Battleground Debugging is already enabled in the config, thus you are unable to enable/disable it with command.";"Отладка поля боя уже включена в конфигурации, поэтому вы не можете включить/отключить ее с помощью команды."
30086;"Arena Debugging is already enabled in the config, thus you are unable to enable/disable it with command.";"Отладка арены уже включена в конфигурации, поэтому вы не можете включить/отключить ее с помощью команды."
30096;"LFG is set to 1 player queue for debugging.";"LFG настроен на 1 очередь игроков для отладки."
30097;"LFG is set to normal queue.";"LFG настроен на обычную очередь."
35400;"¦ Player {} {} (guid: {})";"¦ Игрок {} {} (указатель: {})"
35401;"¦ GM Mode active, Phase: -1";"¦ Режим GM активен, Фаза: -1"
35402;"├─ Banned: (Type: {}, Reason: {}, Time: {}, By: {})";"├─ Забанен: (Тип: {}, Причина: {}, Время: {}, Автор: {})"
35403;"├─ Muted: (Reason: {}, Time: {}, By: {})";"├─ Приглушено: (Причина: {}, Время: {}, Автор: {})"
35404;"¦ Account: {} (ID: {}), GMLevel: {}";"¦ Учетная запись: {} (ID: {}), GMLevel: {}"
35405;"¦ Last Login: {} (Failed Logins: {})";"¦ Последний вход: {} (Неудачные входы: {})"
35406;"¦ Registration Email: {} - Email: {}";"¦ Электронная почта для регистрации: {} - Электронная почта: {}"
35407;"No reason given.";"Причина не указана."
35408;"<unauthorized>";"<неавторизованный>"
35409;"¦ Map: {}, Zone: {}, Area: {}";"¦ Карта: {}, Зона: {}, Область: {}"
50000;"|cFFFF0000[AntiAD]:|r {} |cff6C8CD5said a bad word:|r {}";"|cFFFF0000[AntiAD]:|r {} |cff6C8CD5 сказал нехорошее слово:|r {}"
50001;"|cFFFF0000[AntiAD]:|cff6C8CD5 You chat muted on |r {} |cff6C8CD5minutes.";"|cFFFF0000[AntiAD]:|cff6C8CD5 Ваш чат отключен |r {} |cff6C8CD5минут."
50002;"|cFFFF0000[AntiAD]:|r {} |cff6C8CD5wanted to say:|r {}";"|cFFFF0000[AntiAD]:|r {} |cff6C8CD5хотел сказать:|r {}"
50003;"|cffff0000# |cff00ff00Player|r {} |cff00ff00will not be able to speak yet:|r |cffff0000{}|r";"|cffff0000# |cff00ff00Player|r {} |cff00ff00пока не сможет говорить:|r |cffff0000{}|r"
